restaurant_name,restaurant_url,menu_type,name,description,price
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Beverly's Baileys and Berries Martini,"Baileys, Chambord with a splash of Half and Half shaken and strained into a chilled martini glass and garnished with freshly ground Nutmeg",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Big T Martini,"Sambuca, Chambord and Black Coffee stirred and strained into a chilled martini glass and garnished with three Coffee beans",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Cellotini,Limoncello with a splash of premium orange liqueur shaken and strained into a chilled martini glass,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Cellorita Martini,"Limoncello, a splash of premium orange liqueur and freshly squeezed Lemon juice shaken and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Cognac Martini,French Cognac with a splash of Dry Vermouth stirred and strained into a chilled martini glass and garnished with a Lemon twist,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Creamsicle Martini,"Citronage, Galliano and Half and Half with a splash of OJ shaken and strained into a chilled martini glass and garnished with an Orange twist",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Creamy Fruit Martini,"Limoncello, Chambord with a splash of Half and Half shaken and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Creamy Peach Martini,"Peachtree Schnapps, White Crème De Cocoa with a splash of Half and Half shaken and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Dirty Harry Martini,Tia Maria and Grand Marnier stirred and strained into a chilled martini glass and garnished with an Orange twist,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,English Raspberry Martini,"Bailey's, Chambord with a splash of Half and Half shaken and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Full Moon Martini,Grand Marnier and Amaretto Disaronno stirred and strained into a chilled martini glass,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Galliace Martini,"Cognac, Grand Marnier with a splash of Galliano stirred and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Gates Martini,"Tia Maria, Grand Marnier and Dark Crème De Cocoa stirred and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Golden Dream Martini,"Galliano, a splash of premium orange liqueur, a splash of OJ and a splash of Half and Half shaken and strained into a chilled martini glass and garnished with an Orange twist",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Hammerhead Martini,"Alize Red, V.S. Cognac and Grand Marnier stirred and strained into a chilled martini glass and garnished with a Cherry",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Japanese Slipper Martini,"Premium orange liqueur, Midori and fresh squeezed Lemon juice shaken and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Lemonade Martini,"Limoncello, Malibu with splash of Pineapple juice shaken and strained into a chilled martini glass and garnished with an Orange twist",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Mariner From Alize Martini,"Alize Red, Grand Marnier with fresh squeezed Lemon juice and a splash of Simple Syrup shaken and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Red Lemonade Martini,"Alize Red, fresh squeezed Lemon juice and splash of Simple Syrup shaken and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Seeing Red Martini,Alize Red and Campari stirred and strained into a chilled martini glass and garnished with an Orange twist,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Sorrento Sledgehammer Martini,Carpano Antica Sweet Vermouth and Amaretto Disaronno stirred and strained into a chilled martini glass,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Spring Thing Martini,"Limoncello, a splash of OJ and a splash of Pineapple juice shaken and strained into a chilled martini glass and garnished with a Lemon twist",
